gene,seqname,Single_copy.Broc_Anan_Tilla.,Low_copy.Broc_Anan_Tilla.,High_copy.Broc_Anan_Tilla.,Diff_expressed_CAMC3,pos_selection_CAM_shifts,gene_families_CAMC3,Angiosperm_gene,CAM-related_Acomosus_Ming2015,stomata_func,aquaporin_reg,draught_res,markers,anthocyanin_SI_Ananas,circadian_metabolism_Wai2017,malateTransferase_Assimilation_Carbohydrates,fllavonoid_anthocyanin_Pitcairnia_PS,pos_sel_portullugo,glucogenesis_glycolysis,circadian_clock,type,average_exon_size,nr_exons_per_gene,total_exonic_size,min_exon_size
Aco016943,LG02,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,957.3333333,3,2872,214
Aco016948,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,653,2,1306,410
Aco016978,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,596.6666667,3,1790,172
Aco016979,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,373.8333333,6,2243,144
Aco016986,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,517.6666667,3,1553,195
Aco016993,LG08,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,170.8,15,2562,57
Aco017006,LG08,yes,no,no,NA,NA,NA,6946,,,,,,,,,NA,NA,,,NA,160.6,5,803,26
Aco017008,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1583,1,1583,1583
Aco017030,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,569,3,1707,524
Aco017042,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,534.75,4,2139,373
Aco017062,LG14,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,863.5,2,1727,427
Aco017076,LG14,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris glucose-1-phosphate adenylyltransferase small subunit_ chloroplastic/amyloplastic (LOC104903071)_ mRNA,yes,,10_Glucogenesis_specific_dayC3,202.7777778,9,1825,98
Aco017100,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,235.8,5,1179,154
Aco017111,LG14,yes,no,no,NA,NA,NA,5460,,,,,,,,,NA,NA,,,NA,90,9,810,38
Aco017115,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,122.25,12,1467,48
Aco017128,LG14,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,396.5,2,793,311
Aco017133,LG14,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,142.3157895,19,2704,44
Aco017138,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,680,4,2720,226
Aco017169,LG18,no,yes,no,NA,NA,NA,NA,,,,,,yes,,,STA_L_Flavonoid 3- hydroxylase,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,572,3,1716,194
Aco017171,LG18,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1937,1,1937,1937
Aco017183,LG18,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,726.5,2,1453,57
Aco017195,LG18,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2033,1,2033,2033
Aco017212,LG18,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,257,6,1542,183
Aco017240,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1401,2,2802,234
Aco017241,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,1268,1,1268,1268
Aco017259,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,306.4,5,1532,125
Aco017266,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,442,3,1326,144
Aco017276,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1808,1,1808,1808
Aco017282,LG03,yes,no,no,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#MB_phosphoribulokinase-like protein (PRK) gene,406.5,4,1626,244
Aco017286,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum ATPase family AAA domain-containing protein 3C (LOC102578202)_ mRNA,,,NA,272.2857143,7,1906,90
Aco017324,LG01,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,600.6666667,3,1802,152
Aco017325,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,347.25,4,1389,152
Aco017331,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,486,3,1458,152
Aco017335,LG01,yes,no,no,NA,NA,NA,6779,,,,,,,,,NA,NA,,,NA,216.2,5,1081,80
Aco017336,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1583,1,1583,1583
Aco017339,LG01,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1281.5,2,2563,1054
Aco017365,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,969,2,1938,271
Aco017433,LG09,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max protein argonaute 1-like (LOC100778754)_ mRNA,,,NA,159.5909091,22,3511,20
Aco017479,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,354.2222222,9,3188,124
Aco017482,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1802,1,1802,1802
Aco017488,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Vitis vinifera cell division control protein 48 homolog C (LOC100261441)_ mRNA,,,NA,254.8181818,11,2803,64
Aco017525,LG22,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#23_Lactate_dehydrogenase,471.6666667,3,1415,326
Aco017526,LG22,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#24_hypothetical_protein,243.5,2,487,23
Aco017527,LG22,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#25_hypothetical_protein,197,5,985,15
Aco017528,LG22,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#26_Lactate_dehydrogenase,351,4,1404,110
Aco017531,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,459,3,1377,275
Aco017533,LG22,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_VacuolarAcidInvertase_AI,268.875,8,2151,8
Aco017540,LG22,yes,no,no,NA,NA,NA,5428,,,,,,,,,NA,NA,,,NA,612.5,2,1225,43
Aco017546,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,319.75,4,1279,161
Aco017554,LG09,yes,no,no,NA,NA,NA,7371,,,,,,,,,NA,NA,,,NA,335,2,670,240
Aco017556,LG09,yes,no,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,312.6,5,1563,12
Aco017624,LG14,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,435.25,4,1741,304
Aco017637,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,156,8,1248,46
Aco017688,LG14,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,373.2857143,7,2613,32
Aco017701,LG05,yes,no,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,342.2,5,1711,40
Aco017705,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,319.75,4,1279,116
Aco017761,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,463.4,5,2317,118
Aco017767,LG21,NA,NA,NA,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_casein_kinase2_subunit_beta,294.2,5,1471,106
Aco017802,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,645.5,2,1291,400
Aco017829,LG21,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,191.75,8,1534,65
Aco017858,LG23,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_ATP-binding_cassette_C4,350.7692308,13,4560,63
Aco017860,LG23,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa Argonaute 4 family protein (POPTR_0001s22710g) mRNA_ complete cds,,,NA,138.3043478,23,3181,31
Aco017874,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1457,1,1457,1457
Aco017939,LG09,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,ALB_F_flavonol synthase,NA,,,NA,338,3,1014,194
Aco017945,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,174.1538462,13,2264,26
Aco017965,LG19,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,275.75,4,1103,95
Aco017967,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1117.5,2,2235,968
Aco017975,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2432,1,2432,2432
Aco017983,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,309,9,2781,92
Aco017991,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,224.875,8,1799,36
Aco018002,LG01,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,181.9090909,11,2001,62
Aco018009,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,1012,2,2024,260
Aco018038,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris adenylate kinase 2_ chloroplastic (LOC104898882)_ transcript variant X1_ mRNA,,,NA,183.8571429,7,1287,74
Aco018061,LG11,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,256.3333333,12,3076,56
Aco018084,LG11,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,348.5,4,1394,122
Aco018093,LG11,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris phosphoenolpyruvate carboxylase 1 (LOC104903486)_ mRNA,,,00_#10_Glucogenesis_specific_dayC3,343.1,10,3431,84
Aco018101,LG11,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,617,1,617,617
Aco018117,LG11,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,131.8571429,7,923,4
Aco018141,LG12,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,NA,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,1400,1,1400,1400
Aco018176,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,620.6666667,3,1862,115
Aco018265,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,371.5,2,743,339
Aco018268,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,614,1,614,614
Aco018269,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,168,3,504,4
Aco018270,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,584,1,584,584
Aco018272,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,677,1,677,677
Aco018273,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,677,1,677,677
Aco018321,LG16,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,388.3333333,3,1165,142
Aco018350,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,901,2,1802,656
Aco018356,LG07,yes,no,no,NA,NA,NA,5840,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,161.5,8,1292,33
Aco018440,LG01,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,217.2,10,2172,43
Aco018451,LG01,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,262,10,2620,6
Aco018452,LG01,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,393.6666667,3,1181,71
Aco018478,LG21,no,yes,no,NA,NA,NA,6036,,,,,,,,,NA,PREDICTED: Solanum tuberosum guanine nucleotide-binding protein-like NSN1 (LOC102593978)_ mRNA,,,NA,223,10,2230,66
Aco018512,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,400,3,1200,229
Aco018514,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,600,2,1200,538
Aco018517,LG06,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,329.5,2,659,170
Aco018526,LG06,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,123.7368421,19,2351,44
Aco018527,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,297,4,1188,155
Aco018533,LG06,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,377,1,377,377
Aco018556,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,590.3333333,3,1771,153
Aco018557,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,676.5,2,1353,170
Aco018567,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_ProtonPump_VHA-C_03_VATPase,161.2727273,11,1774,67
Aco018571,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,678.6666667,3,2036,167
Aco018578,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,341.6,5,1708,125
Aco018579,LG01,yes,no,no,NA,NA,NA,7279,,,,,,,,,NA,NA,,,NA,166.7,10,1667,50
Aco018598,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,437.25,4,1749,303
Aco018609,LG22,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,ALB_F_flavanone 3-hydroxylase,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,572,2,1144,440
Aco018625,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,749,3,2247,432
Aco018626,LG22,yes,no,no,NA,NA,NA,4744,,,,,,,,,NA,NA,,,NA,182.3636364,11,2006,49
Aco018637,LG22,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,414.5,4,1658,258
Aco018645,LG22,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum heat shock cognate protein 80-like (LOC102600008)_ mRNA,,,NA,529.25,4,2117,122
Aco018648,LG22,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum heat shock cognate protein 80-like (LOC102600008)_ mRNA,,,NA,230,9,2070,26
Aco018665,LG14,yes,no,no,NA,NA,NA,6652,,,,,,,,,NA,NA,,,NA,205.3,10,2053,87
Aco018673,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,793.6666667,3,2381,137
Aco018674,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,690.5,2,1381,117
Aco018695,LG14,yes,no,no,NA,NA,NA,5347,,,,,,,,,NA,NA,,,NA,304.75,4,1219,72
Aco018780,LG13,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,175.3333333,3,526,62
Aco018851,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1637,1,1637,1637
Aco018853,LG08,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,680,1,680,680
Aco018892,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1598,1,1598,1598
Aco018949,LG12,yes,no,no,NA,NA,NA,6531,,,,,,,,,NA,NA,,,NA,87.66666667,9,789,6
Aco018974,LG12,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,126.8,10,1268,44
Aco018978,LG02,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,250.6428571,14,3509,56
Aco018982,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,09_Circadian_clock,211.6,5,1058,57
Aco019042,LG20,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,291.0833333,12,3493,45
Aco019058,LG20,NA,NA,NA,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#Versieux_Leafy,365,1,365,365
Aco019059,LG20,NA,NA,NA,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#Versieux_Leafy,124.25,4,497,11
Aco019060,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,499.4444444,9,4495,125
Aco019065,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,141.125,16,2258,59
Aco019068,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_F_dihydroflavonol 4-reductase,NA,,,NA,165.875,8,1327,39
Aco019096,LG06,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,318.5,8,2548,102
Aco019116,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,150.1428571,7,1051,39
Aco019211,LG13,no,yes,no,NA,NA,NA,6041,,,,,,,,,NA,NA,,,NA,165.2666667,15,2479,55
Aco019275,LG13,no,yes,no,yes,NA,NA,NA,,,,,,yes,,,STA_F_Flavonoid 3- hydroxylase,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,578.3333333,3,1735,329
Aco019302,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,895,2,1790,464
Aco019314,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max cleavage and polyadenylation specificity factor subunit 1-like (LOC100801803)_ transcript variant X1_ mRNA,,,NA,187.7692308,26,4882,51
Aco019315,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max cleavage and polyadenylation specificity factor subunit 1-like (LOC100801803)_ transcript variant X1_ mRNA,,,NA,245.5,12,2946,65
Aco019356,LG05,no,yes,no,NA,NA,NA,5257,,,,,,,,,NA,NA,,,NA,252.1666667,6,1513,129
Aco019360,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1805,1,1805,1805
Aco019362,LG05,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,431.3333333,3,1294,143
Aco019382,LG05,yes,no,no,NA,NA,NA,6265,,,,,,,,,NA,NA,,,NA,137,8,1096,41
Aco019394,LG06,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,149.6,30,4488,54
Aco019493,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2135,1,2135,2135
Aco019534,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,PREDICTED: Glycine max protein XAP5 CIRCADIAN TIMEKEEPER-like (LOC100814574)_ transcript variant X3_ mRNA,,,09_Circadian_clock,115.1666667,12,1382,53
Aco019543,LG07,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,319,4,1276,140
Aco019586,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,348,5,1740,140
Aco019600,LG09,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,263.5,6,1581,94
Aco019622,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max T-complex protein 1 subunit alpha (LOC100805255)_ mRNA,,,NA,126.7058824,17,2154,50
Aco019691,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,481.6666667,3,1445,343
Aco019702,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,168.7777778,9,1519,62
Aco019777,LG05,no,no,yes,NA,NA,NA,5578,,,,,,,,,NA,NA,,,NA,343.5,4,1374,22
Aco019822,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,393.4,5,1967,135
Aco019932,LG22,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,250.625,8,2005,55
Aco019983,LG12,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,Oryza sativa Japonica Group cDNA clone:J033097J24_ full insert sequence,,,NA,198.7272727,11,2186,74
Aco020038,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,651.3333333,3,1954,348
Aco020099,LG10,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,244.6666667,3,734,102
Aco020108,LG10,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,226.5714286,14,3172,56
Aco020123,LG21,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,242.6666667,3,728,134
Aco020124,LG21,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,637.6,5,3188,81
Aco020155,LG09,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,307,3,921,38
Aco020162,LG09,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1605.5,2,3211,712
Aco020163,LG09,yes,no,no,NA,NA,NA,4989,,,,,,,,,NA,NA,,,NA,272.8571429,7,1910,89
Aco020178,LG18,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1455.666667,3,4367,1033
Aco020317,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1778,1,1778,1778
Aco020323,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,488,5,2440,177
Aco020359,LG11,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1772,1,1772,1772
Aco020409,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,144.4285714,14,2022,50
Aco020413,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,180,10,1800,42
Aco020426,LG11,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,160.3333333,6,962,18
Aco020475,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Arabidopsis thaliana DNA/RNA polymerases superfamily protein mRNA,,,NA,202.7368421,19,3852,47
Aco020506,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,119.9230769,13,1559,51
Aco020510,LG02,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,149.875,24,3597,10
Aco020532,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,568.6666667,3,1706,237
Aco020543,LG09,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,181.1818182,11,1993,83
Aco020616,LG02,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1715,1,1715,1715
Aco020630,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,951,3,2853,189
Aco020728,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1796,1,1796,1796
Aco020733,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,372.5,4,1490,170
Aco020738,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,123.5833333,12,1483,13
Aco020770,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,864,2,1728,224
Aco020771,LG22,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,224.5384615,13,2919,53
Aco020775,LG22,NA,NA,NA,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,108.5,2,217,37
Aco020809,LG16,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,287.6666667,6,1726,143
Aco020843,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,218.4,5,1092,123
Aco020881,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,3314,1,3314,3314
Aco020962,LG24,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,113.5882353,17,1931,47
Aco020989,LG13,yes,no,no,NA,NA,NA,5933,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,306.3333333,3,919,207
Aco021008,LG15,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,180.2,5,901,8
Aco021148,LG15,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,523,2,1046,508
Aco021151,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1232,1,1232,1232
Aco021230,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,212.1666667,6,1273,154
Aco021241,LG10,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,622.6666667,3,1868,349
Aco021278,LG12,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,171.6666667,3,515,53
Aco021294,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,327.75,4,1311,127
Aco021318,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,965,2,1930,459
Aco021330,LG06,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,244.3,10,2443,27
Aco021372,LG16,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,277.25,4,1109,151
